"cod_master","mes","produzido","frequencia"
"8288",6,10454.37,31
"8288",7,9192.08,52
"8293",1,54640.69,184
"8293",2,25634.21,102
"8293",3,42134.20,194
"8293",4,39033.32,189
"8293",5,30270.44,163
"8293",6,37528.78,178
"8293",7,59733.40,215
"8295",3,427.07,1
"8295",7,1170.87,1
"8298",1,1943.83,14
"8298",2,1200.07,10
"8298",3,1731.12,12
"8298",4,1452.61,11
"8298",5,1827.51,12
"8298",6,2068.75,16
"8298",7,2185.61,15
"8301",1,2592.97,9
"8301",2,2403.23,13
"8301",3,6369.77,36
"8301",4,3227.52,19
"8301",5,2747.88,17
"8301",6,1560.39,10
"8301",7,3293.74,18
"8306",1,79325.55,354
"8306",2,24592.35,137
"8306",3,10883.04,61
"8306",5,46535.70,282
"8306",6,54440.49,322
"8306",7,52582.75,288
"8306",12,690.05,4
"8311",1,5303.87,3
"8311",5,6150.69,2
"8311",6,205.49,1
"8312",1,20058.85,62
"8312",2,7573.89,32
"8312",3,14776.45,68
"8312",4,8758.07,52
"8312",5,6498.66,42
"8312",6,9843.70,59
"8312",7,10579.81,51
"8312",12,345.26,2
"8316",1,38643.92,117
"8316",2,20740.85,110
"8316",3,24070.11,155
"8316",4,33948.05,147
"8316",5,13870.76,91
"8316",6,18489.34,129
"8316",7,20124.93,135
"8316",12,181.14,1
"8341",1,278.45,3
"8341",2,285.15,1
"8341",3,814.62,3
"8341",4,422.68,3
"8341",5,1970.66,4
"8341",7,497.35,2
"8343",4,3741.19,3
"8343",6,240.08,2
"8344",1,16343.52,88
"8344",2,27356.94,74
"8344",3,25810.51,128
"8344",4,34602.72,196
"8344",5,17506.60,112
"8344",6,42406.60,212
"8344",7,27033.36,146
"8345",1,1260.39,4
"8345",2,2553.75,3
"8345",3,175.41,1
"8345",4,775.97,3
"8345",5,656.07,2
"8345",6,431.27,2
"8345",7,498.71,3
"8347",1,912.99,5
"8347",2,805.57,6
"8347",3,584.30,4
"8347",4,659.92,5
"8347",5,641.31,4
"8347",6,432.77,3
"8347",7,569.03,4
"8349 ",1,2203.69,9
"8349 ",2,405.15,4
"8349 ",3,732.23,6
"8349 ",4,620.02,5
"8349 ",5,1322.71,7
"8349 ",6,1242.37,7
"8349 ",7,902.88,6
"8365",1,929.48,2
"8365",2,226.29,1
"8365",3,1215.31,5
"8365",4,593.10,3
"8365",5,4167.41,2
"8365",6,202.74,1
"8365",7,742.08,1
"8366",1,8580.90,38
"8366",2,5162.41,35
"8366",3,12107.62,75
"8366",4,6897.76,50
"8366",5,7983.43,59
"8366",6,8610.16,63
"8366",7,8382.20,56
"8370",1,72233.07,186
"8370",2,43120.15,96
"8370",3,126375.85,211
"8370",4,55139.32,201
"8370",5,58893.28,171
"8370",6,64030.69,220
"8370",7,89964.03,239
"8370",12,226.12,1
"8371",1,3196.49,7
"8371",2,360.86,3
"8371",3,1393.33,8
"8371",4,3445.47,9
"8371",5,1249.89,7
"8371",6,668.43,3
"8371",7,1318.09,5
"8373",1,597.00,4
"8373",2,31.49,1
"8373",3,121.61,1
"8373",4,1423.94,3
"8373",5,1741.53,2
"8373",6,127.82,1
"8373",7,480.24,3
"8383",1,37943.47,76
"8383",2,8896.35,37
"8383",3,13309.05,58
"8383",4,13779.33,70
"8383",5,10451.66,38
"8383",6,14384.95,53
"8383",7,11909.50,61
"8394",2,409.79,2
"8394",4,201.13,1
"8394",5,111.11,1
"8394",6,265.12,1
"8420",1,28942.15,149
"8420",2,16749.81,112
"8420",3,24038.85,181
"8420",4,24007.23,158
"8420",5,24469.09,167
"8420",6,26882.38,169
"8420",7,34020.09,221
"8422",1,8235.08,1
"8422",4,32208.63,3
"8422",5,635.84,1
"8422",6,1412.45,1
"9001",1,824.39,7
"9001",2,2073.51,2
"9001",3,443.14,3
"9001",4,258.21,2
"9001",5,202.11,2
"9001",6,1742.13,9
"9001",7,271.11,2
D19887,1,39959.73,227
D19887,2,25942.34,185
D19887,3,52562.05,340
D19887,4,43480.19,336
D19887,12,691.55,5
D28492,3,1007.68,1
